"x1","x2","y"
8.4848521836102,0.743528264574707,0
-0.616087070666254,-4.2274764738977,1
5.40176324080676,5.45537425670773,0
-9.21355327125639,-1.30188800860196,0
-0.556672280654311,-4.52333754394203,1
3.48662962671369,-9.95958468411118,0
-9.4981297198683,-1.35844428092241,0
-0.0121617689728737,-2.22636135295033,1
-2.09249368403107,4.3141465075314,1
8.81999758072197,6.54458321630955,0
2.68227041698992,-2.40265117958188,1
8.84148066863418,5.09987376630306,0
-5.44776310678571,8.29332053661346,0
2.40890082903206,-3.61790848895907,1
-8.47422370221466,-4.78321364149451,0
7.67688842490315,-9.6494241990149,0
-3.70242387987673,-5.7647394714877,0
8.12450267374516,3.00007558893412,0
-7.41452796384692,-7.79190085828304,0
-6.45736617501825,0.662243128754199,0
1.11900481861085,1.95533481426537,1
-6.05914956890047,-8.41660204809159,0
9.43011258728802,0.193900722078979,0
-9.00685484521091,3.50732828956097,0
5.52521083969623,5.06743928417563,0
0.496687893755734,7.67073215916753,0
-3.02746932487935,2.76493514887989,1
4.75657342467457,-4.24351203255355,0
-6.14488204475492,9.57403895910829,0
0.786502193659544,8.45908388029784,0
-5.05503336898983,-2.51401839777827,1
1.9051419198513,5.02473202068359,1
4.44428419694304,-0.600073873065412,1
-6.47952385246754,-7.77164933271706,0
2.33886064495891,3.3437340054661,1
9.98294750228524,3.80925691220909,0
-6.9583124993369,7.56588130258024,0
9.47839028667659,-2.52339124679565,0
-2.1895399549976,0.465365890413523,1
-1.75365997012705,8.65498004015535,0
-7.10648422129452,7.13197932578623,0
0.1941311173141,8.40823683422059,0
-5.3435695450753,-6.10021958593279,0
-6.95028542075306,-6.69320910703391,0
-2.65993152745068,-8.28257899731398,0
7.33102642931044,2.9417507071048,0
0.393120450899005,0.865655518136919,1
6.74714574590325,-7.46366729959846,0
6.41759489197284,-5.72875404264778,0
7.72346072364599,-6.51107593439519,0
8.25578147545457,9.45829461794347,0
-8.8681342639029,-6.14717078395188,0
1.56677212566137,-9.42809816915542,0
-0.174202881753445,1.79030773229897,1
-8.88952817767859,-9.99033135361969,0
-6.94835476577282,-9.03521413914859,0
8.84072358254343,-6.4103105571121,0
8.61989935860038,2.01142588630319,0
-1.76213737111539,-7.81539453659207,0
-2.66769120935351,-3.70790773071349,1
5.57889498770237,-1.71251833904535,1
1.4825672423467,-2.01890099793673,1
-8.16682299599051,-6.50616042781621,0
0.507890428416431,-3.08890661224723,1
6.54288936406374,2.76576021686196,0
1.8933450197801,-6.03147535584867,0
-3.710927083157,-5.42969351168722,0
4.00566786993295,-6.10542313195765,0
5.34074865281582,-1.16010415833443,1
-5.87419560644776,-1.47624789737165,0
7.73593869060278,6.97814369108528,0
-5.11233146768063,-6.1048318631947,0
-4.4303077692166,-5.50273531116545,0
-9.01364878751338,9.46420765947551,0
9.31478525977582,3.93131594639271,0
9.9739500740543,-1.08901862986386,0
-5.50636580679566,1.49809897411615,1
-1.20390370953828,5.11211281176656,1
4.62597504258156,-4.11934147588909,0
0.494826883077621,-9.12570668850094,0
-9.90486040245742,-2.65814168844372,0
8.87111390940845,-8.03348869550973,0
-0.851700599305332,0.476913815364242,1
0.594579889439046,4.80955137871206,1
0.171968983486295,-0.200803778134286,1
0.30298525467515,0.717173209413886,1
6.6611131792888,0.562570136971772,0
5.10161138605326,-5.74611792806536,0
-2.65809139236808,-6.19781149085611,0
-2.64433716889471,7.23212009295821,0
-2.52199021633714,-5.82445377483964,0
2.20390213653445,-6.23169457074255,0
-9.57023760769516,4.21030965168029,0
-6.71604917384684,6.5231184149161,0
-6.66650574654341,-1.65763700380921,0
3.34797169547528,0.254415799863636,1
-2.60959740262479,-2.85062378272414,1
-8.19827695842832,-6.88025636132807,0
-6.09981611836702,5.66138501744717,0
-6.25238642096519,-7.65414624009281,0
0.139262918382883,3.54044544510543,1
8.31452703103423,6.76764545030892,0
-0.547678889706731,3.78164369147271,1
6.00161093752831,-2.83938850276172,0
-6.66076177731156,-5.2276434795931,0
-9.51129023917019,-8.72112745884806,0
4.00272818747908,-9.6275220066309,0
2.05871905665845,3.69688907172531,1
6.80965515319258,-5.17974878661335,0
-5.00144426245242,5.88135577272624,0
-5.40953713469207,-7.01337205711752,0
-2.38488386385143,9.68980748206377,0
2.89784171618521,8.94466619007289,0
-4.52874732669443,4.1656566504389,0
-4.50334386900067,1.87173104379326,1
4.38477441202849,5.91882498469204,0
9.73758242558688,-4.27717486862093,0
1.87446031719446,-2.88717771414667,1
5.14891696162522,-9.83600346837193,0
-5.59998673852533,-3.02965129725635,0
3.03743131458759,5.88666534051299,0
-1.99480738025159,1.22631452511996,1
-2.19032301567495,4.5265593752265,1
-4.81633891351521,-6.74049001652747,0
-6.93678127601743,9.4855838874355,0
8.2506200298667,8.22064090985805,0
5.73388861026615,-4.90120624192059,0
-9.54940614756197,-9.6584609663114,0
7.72050520405173,-8.61589077860117,0
-3.92949422821403,5.1878418168053,0
-5.90993903577328,7.5689166598022,0
